,RECORD INDEX,NEIGHBORHOOD,BLDGCAT,BLDGDESCRIPTION,TAXCLP,BLOCK,LOT,BLDGCP,ADDRESS,ZIP_CODE,RESIDENTIAL_ UNITS,COMMERCIAL_UNITS,UNITS,LANDSFT,GROSSSF,BUILT,TAXCLSALE,BLDGCTOS,SALE_PRICE,SALE_DATE,LAT,LONG
4577,8528.0,MIDTOWN WEST,26.0,OTHER HOTELS,4,1009.0,37.0,H3,"102 WEST 57TH STREET, TIMES",10019,0.0,2.0,2.0,"7,532","112,850",2007.0,4.0,H3,$0.00,11/4/2022,40.76346148,-73.98607842
4578,8529.0,MIDTOWN WEST,26.0,OTHER HOTELS,4,1009.0,37.0,H3,"102 WEST 57TH STREET, TIMES",10019,0.0,2.0,2.0,"7,532","112,850",2007.0,4.0,H3,$0.00,11/15/2022,40.76346148,-73.98607842
4579,8530.0,MIDTOWN WEST,26.0,OTHER HOTELS,4,1009.0,37.0,H3,"102 WEST 57TH STREET, TIMES",10019,0.0,2.0,2.0,"7,532","112,850",2007.0,4.0,H3,$0.00,12/13/2022,40.76346148,-73.98607842
4580,8531.0,MIDTOWN WEST,26.0,OTHER HOTELS,4,1009.0,37.0,H3,"102 WEST 57TH STREET, TIMES",10019,0.0,2.0,2.0,"7,532","112,850",2007.0,4.0,H3,$0.00,4/22/2023,40.76346148,-73.98607842
4581,8532.0,MIDTOWN WEST,26.0,OTHER HOTELS,4,1009.0,37.0,H3,"102 WEST 57TH STREET, TIMES",10019,0.0,2.0,2.0,"7,532","112,850",2007.0,4.0,H3,$0.00,4/23/2023,40.76346148,-73.98607842
4582,8533.0,MIDTOWN WEST,26.0,OTHER HOTELS,4,1009.0,37.0,H3,"102 WEST 57TH STREET, TIMES",10019,0.0,2.0,2.0,"7,532","112,850",2007.0,4.0,H3,$0.00,6/26/2023,40.76346148,-73.98607842
4583,8534.0,MIDTOWN WEST,26.0,OTHER HOTELS,4,1009.0,37.0,H3,"102 WEST 57TH STREET, TIMES",10019,0.0,2.0,2.0,"7,532","112,850",2007.0,4.0,H3,$0.00,9/8/2023,40.76346148,-73.98607842
4584,8535.0,MIDTOWN WEST,26.0,OTHER HOTELS,4,1009.0,37.0,H3,"102 WEST 57TH STREET, TIMES",10019,0.0,2.0,2.0,"7,532","112,850",2007.0,4.0,H3,"$46,990.00",8/16/2023,40.76346148,-73.98607842
4586,8538.0,MIDTOWN WEST,30.0,WAREHOUSES,4,1042.0,57.0,E9,360 WEST 52ND STREET,10019,0.0,1.0,1.0,"1,765","2,772",1930.0,4.0,E9,"$3,350,000.00",7/31/2023,40.76346148,-73.98607842
4596,8551.0,MIDTOWN WEST,37.0,RELIGIOUS FACILITIES,4,1043.0,51.0,M1,342 WEST 53RD STREET,10019,0.0,1.0,1.0,"4,020","6,800",1920.0,4.0,M1,"$5,000,000.00",3/20/2023,40.76346148,-73.98607842
4597,8552.0,MIDTOWN WEST,37.0,RELIGIOUS FACILITIES,4,1043.0,149.0,M3,338 WEST 53RD STREET,10019,0.0,1.0,1.0,"4,017","6,016",1966.0,4.0,M3,"$11,000,000.00",3/20/2023,40.76346148,-73.98607842
4659,1525.0,EAST VILLAGE,1.0,ONE FAMILY DWELLINGS,1,465.0,44.0,A9,44 STUYVESANT STREET,10003,1.0,0.0,1.0,"1,560","3,384",1899.0,1.0,A9,$0.00,1/23/2023,40.731456,-73.98864916
4660,1526.0,EAST VILLAGE,1.0,ONE FAMILY DWELLINGS,1,465.0,44.0,A9,44 STUYVESANT STREET,10003,1.0,0.0,1.0,"1,560","3,384",1899.0,1.0,A9,"$6,500,000.00",7/28/2023,40.731456,-73.98864916
4661,1527.0,EAST VILLAGE,3.0,THREE FAMILY DWELLINGS,1,448.0,49.0,C0,313 EAST 6TH STREET,10003,3.0,0.0,3.0,"1,676","5,480",1901.0,1.0,C0,"$3,650,000.00",8/15/2023,40.731456,-73.98864916
4662,1541.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,445.0,42.0,C1,"89 EAST 3RD STREET, 2A",10003,15.0,0.0,15.0,"2,404","10,410",1900.0,2.0,C1,$0.00,12/7/2022,40.731456,-73.98864916
4663,1542.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2B,448.0,29.0,C7,109 1 AVENUE,10003,8.0,2.0,10.0,"1,746","5,705",1910.0,2.0,C7,"$13,750,000.00",5/1/2023,40.731456,-73.98864916
4664,1543.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2B,448.0,30.0,C7,107 1 AVENUE,10003,8.0,1.0,9.0,"2,267","8,507",1910.0,2.0,C7,"$13,750,000.00",5/1/2023,40.731456,-73.98864916
4665,1544.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2B,449.0,28.0,C7,78 ST MARKS PLACE,10003,7.0,2.0,9.0,"4,875","14,400",1920.0,2.0,C7,"$9,285,510.00",6/8/2023,40.731456,-73.98864916
4666,1545.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2B,449.0,41.0,C7,81 EAST 7TH STREET,10003,7.0,1.0,8.0,"2,438","6,128",1900.0,2.0,C7,"$7,000,000.00",10/19/2023,40.731456,-73.98864916
4667,1546.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,450.0,18.0,C7,328 EAST 9TH STREET,10003,22.0,4.0,26.0,"3,431","13,282",1900.0,2.0,C7,$0.00,8/8/2023,40.731456,-73.98864916
4668,1547.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2A,450.0,38.0,C4,73 SAINT MARKS PLACE,10003,4.0,0.0,4.0,"2,348","4,142",1900.0,2.0,C4,$0.00,12/15/2022,40.731456,-73.98864916
4669,1548.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2A,450.0,38.0,C4,73 ST MARKS PLACE,10003,4.0,0.0,4.0,"2,348","4,142",1900.0,2.0,C4,$0.00,9/6/2023,40.731456,-73.98864916
4670,1549.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2A,450.0,48.0,C4,"53 ST. MARKS PLACE, 2",10003,5.0,0.0,5.0,"2,348","6,100",1900.0,2.0,C4,"$1,500,000.00",5/19/2023,40.731456,-73.98864916
4671,1550.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2B,451.0,43.0,C7,337 EAST 9TH STREET,10003,8.0,2.0,10.0,"2,306","7,560",1900.0,2.0,C7,"$4,400,000.00",11/3/2022,40.731456,-73.98864916
4672,1551.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,452.0,9.0,C4,304 EAST 11TH STREET,10003,20.0,0.0,20.0,"2,843","11,525",1900.0,2.0,C4,$0.00,4/7/2023,40.731456,-73.98864916
4673,1552.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,452.0,11.0,C4,306 EAST 11TH STREET,10003,20.0,0.0,20.0,"2,843","11,525",1900.0,2.0,C4,$0.00,4/7/2023,40.731456,-73.98864916
4674,1553.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,452.0,15.0,C1,314 EAST 11TH STREET,10003,25.0,0.0,25.0,"3,664","13,850",1900.0,2.0,C1,$0.00,4/7/2023,40.731456,-73.98864916
4675,1554.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,452.0,40.0,C1,233-5 EAST 10TH STREET,10003,40.0,0.0,40.0,"4,690","16,987",1900.0,2.0,C1,$0.00,6/12/2023,40.731456,-73.98864916
4676,1555.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,454.0,1.0,C7,192 2 AVENUE,10003,21.0,4.0,25.0,"5,123","14,748",1900.0,2.0,C7,"$3,235,313.00",12/16/2022,40.731456,-73.98864916
4677,1556.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2A,454.0,68.0,C3,305 EAST 12TH STREET,10003,4.0,0.0,4.0,"1,087","2,646",1900.0,2.0,C3,$10.00,1/24/2023,40.731456,-73.98864916
4678,1557.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,459.0,16.0,C7,"60 EAST 4TH STREET, 8",10003,22.0,2.0,24.0,"2,808","13,500",1920.0,2.0,C7,$0.00,2/17/2023,40.731456,-73.98864916
4679,1558.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,459.0,34.0,C7,55 SECOND AVENUE,10003,20.0,1.0,21.0,"2,400","11,984",1900.0,2.0,C7,$0.00,7/6/2023,40.731456,-73.98864916
4680,1559.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,459.0,37.0,C4,"25 EAST 3RD STREET, 1A",10003,19.0,0.0,19.0,"2,383","10,625",1920.0,2.0,C4,"$1,800.00",2/22/2023,40.731456,-73.98864916
4681,1560.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,459.0,37.0,C4,"25 EAST 3RD STREET, 1B",10003,19.0,0.0,19.0,"2,383","10,625",1920.0,2.0,C4,"$1,800.00",1/18/2023,40.731456,-73.98864916
4682,1561.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,460.0,40.0,C7,73 SECOND AVENUE,10003,10.0,2.0,12.0,"1,854","8,075",1900.0,2.0,C7,"$4,000,000.00",12/7/2022,40.731456,-73.98864916
4683,1562.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,460.0,48.0,C7,"77 EAST 4TH STREET, 3C",10003,15.0,2.0,17.0,"2,404","12,900",1920.0,2.0,C7,$0.00,5/23/2023,40.731456,-73.98864916
4684,1563.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,460.0,49.0,C7,"75 EAST 4TH STREET, 2C",10003,20.0,2.0,22.0,"2,500","13,200",1920.0,2.0,C7,$0.00,12/20/2022,40.731456,-73.98864916
4685,1564.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,460.0,50.0,C7,"73 EAST 4TH STREET, 4B",10003,18.0,1.0,19.0,"2,500","13,200",1920.0,2.0,C7,"$1,800.00",8/17/2023,40.731456,-73.98864916
4686,1565.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,460.0,59.0,C4,"57 EAST 4TH STREET, 4B",10003,17.0,0.0,17.0,"2,404","12,450",1910.0,2.0,C4,$0.00,6/7/2023,40.731456,-73.98864916
4687,1566.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,463.0,14.0,C1,10 ST MARKS PLACE,10003,20.0,0.0,20.0,"3,120","10,840",1900.0,2.0,C1,$0.00,5/17/2023,40.731456,-73.98864916
4688,1567.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,463.0,14.0,C1,10 ST MARKS PLACE,10003,20.0,0.0,20.0,"3,120","10,840",1900.0,2.0,C1,$0.00,5/18/2023,40.731456,-73.98864916
4689,1568.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2,463.0,27.0,C7,34 1/2 ST MARKS PLACE,10003,11.0,1.0,12.0,"1,840","7,692",1900.0,2.0,C7,$0.00,11/4/2022,40.731456,-73.98864916
4690,1569.0,EAST VILLAGE,7.0,RENTALS - WALKUP APARTMENTS,2A,467.0,18.0,C2,218 EAST 12TH STREET,10003,5.0,0.0,5.0,"2,308","5,958",1910.0,2.0,C2,$0.00,4/28/2023,40.731456,-73.98864916
4757,1660.0,EAST VILLAGE,14.0,RENTALS - 4-10 UNIT,2A,448.0,31.0,S3,105 1 AVENUE,10003,3.0,1.0,4.0,"2,208","6,311",1910.0,2.0,S3,"$13,750,000.00",5/1/2023,40.731456,-73.98864916
4758,1661.0,EAST VILLAGE,14.0,RENTALS - 4-10 UNIT,2A,452.0,33.0,S4,171 1 AVENUE,10003,4.0,1.0,5.0,"2,317","10,425",1900.0,2.0,S4,"$9,400,000.00",10/6/2023,40.731456,-73.98864916
4776,1684.0,EAST VILLAGE,21.0,OFFICE BUILDINGS,4,464.0,37.0,O2,137 2 AVENUE,10003,0.0,1.0,1.0,"5,980","17,066",1900.0,4.0,O2,"$18,950,000.00",7/25/2023,40.731456,-73.98864916
4777,1687.0,EAST VILLAGE,37.0,RELIGIOUS FACILITIES,4,448.0,5.0,M1,112 2 AVENUE,10003,0.0,1.0,1.0,"6,500","6,188",1900.0,4.0,M1,$0.00,5/26/2023,40.731456,-73.98864916
4778,1688.0,EAST VILLAGE,37.0,RELIGIOUS FACILITIES,4,448.0,9.0,M3,50 EAST 7TH STREET,10003,0.0,1.0,1.0,"2,271","11,500",1900.0,4.0,M3,$0.00,5/26/2023,40.731456,-73.98864916
4822,2535.0,GRAMERCY,1.0,ONE FAMILY DWELLINGS,1,875.0,32.0,A4,135 EAST 19TH STREET,10003,1.0,0.0,1.0,"1,650","6,798",1901.0,1.0,A4,"$5,000,000.00",2/22/2023,40.731456,-73.98864916
4823,2536.0,GRAMERCY,1.0,ONE FAMILY DWELLINGS,1,898.0,22.0,A4,239 EAST 17TH STREET,10003,1.0,0.0,1.0,"1,794","3,672",1910.0,1.0,A4,$0.00,3/10/2023,40.731456,-73.98864916
4824,2538.0,GRAMERCY,2.0,TWO FAMILY DWELLINGS,1,874.0,29.0,B1,141 EAST 18TH STREET,10003,2.0,0.0,2.0,"1,170","3,192",1910.0,1.0,B1,"$11,450,000.00",7/25/2023,40.731456,-73.98864916
4825,2539.0,GRAMERCY,3.0,THREE FAMILY DWELLINGS,1,874.0,31.0,C0,145 EAST 18TH STREET,10003,3.0,0.0,3.0,"1,733","3,198",1910.0,1.0,C0,$0.00,1/4/2023,40.731456,-73.98864916
4826,2540.0,GRAMERCY,7.0,RENTALS - WALKUP APARTMENTS,2B,871.0,52.0,C1,136 EAST 16TH STREET,10003,8.0,0.0,8.0,"2,788","7,542",1900.0,2.0,C1,"$12,500,000.00",4/28/2023,40.731456,-73.98864916
4827,2543.0,GRAMERCY,8.0,RENTALS - ELEVATOR APARTMENTS,2,873.0,15.0,D6,51 IRVING PLACE,10003,56.0,2.0,58.0,"7,900","42,476",1969.0,2.0,D6,"$30,698,553.00",6/15/2023,40.731456,-73.98864916
4828,2546.0,GRAMERCY,8.0,RENTALS - ELEVATOR APARTMENTS,2,896.0,15.0,D5,231 EAST 14TH STREET,10003,10.0,1.0,11.0,"2,685","13,788",1915.0,2.0,D5,"$2,000,000.00",4/1/2023,40.731456,-73.98864916
4829,2547.0,GRAMERCY,8.0,RENTALS - ELEVATOR APARTMENTS,2,896.0,15.0,D5,231 EAST 14TH STREET,10003,10.0,1.0,11.0,"2,685","13,788",1915.0,2.0,D5,"$2,000,038.00",7/1/2023,40.731456,-73.98864916
5034,2993.0,GRAMERCY,14.0,RENTALS - 4-10 UNIT,2A,873.0,36.0,S4,194 THIRD AVENUE,10003,4.0,1.0,5.0,"2,300","6,923",1920.0,2.0,S4,$0.00,7/20/2023,40.731456,-73.98864916
5039,3021.0,GREENWICH VILLAGE-CENTRAL,3.0,THREE FAMILY DWELLINGS,1,567.0,27.0,C0,15 EAST 9TH STREET,10003,3.0,0.0,3.0,"2,307","9,352",1938.0,1.0,C0,"$10,375,000.00",1/12/2023,40.731456,-73.98864916
5040,3029.0,GREENWICH VILLAGE-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,556.0,26.0,C7,50-52 3RD AVENUE,10003,12.0,2.0,14.0,"3,942","10,823",1900.0,2.0,C7,"$9,990,000.00",5/16/2023,40.731456,-73.98864916
5041,3030.0,GREENWICH VILLAGE-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,559.0,43.0,C4,139 EAST 13TH STREET,10003,20.0,0.0,20.0,"2,500","10,947",1900.0,2.0,C4,"$6,862,000.00",6/27/2023,40.731456,-73.98864916
5042,3033.0,GREENWICH VILLAGE-CENTRAL,8.0,RENTALS - ELEVATOR APARTMENTS,2B,557.0,25.0,D2,112 4 AVENUE,10003,6.0,3.0,9.0,"3,161","13,969",1900.0,2.0,D2,"$9,650,000.00",3/16/2023,40.731456,-73.98864916
5236,3409.0,GREENWICH VILLAGE-CENTRAL,14.0,RENTALS - 4-10 UNIT,2A,558.0,49.0,S4,"109 EAST 12TH STREET, 4",10003,4.0,1.0,5.0,"2,581","5,824",1900.0,2.0,S4,$10.00,10/11/2023,40.731456,-73.98864916
5237,3410.0,GREENWICH VILLAGE-CENTRAL,14.0,RENTALS - 4-10 UNIT,2B,567.0,25.0,S5,19 EAST 9TH STREET,10003,6.0,1.0,7.0,"2,307","7,160",1938.0,2.0,S5,$0.00,12/31/2022,40.731456,-73.98864916
5238,3411.0,GREENWICH VILLAGE-CENTRAL,14.0,RENTALS - 4-10 UNIT,2A,569.0,22.0,S9,90-92 UNIVERSITY PL,10003,2.0,2.0,4.0,"2,212","6,688",1940.0,2.0,S9,"$3,000,000.00",6/14/2023,40.731456,-73.98864916
5305,3509.0,GREENWICH VILLAGE-CENTRAL,21.0,OFFICE BUILDINGS,4,545.0,53.0,O5,400 LAFAYETTE STREET,10003,0.0,5.0,5.0,"18,060","93,048",1890.0,4.0,O5,"$97,500,000.00",4/18/2023,40.731456,-73.98864916
5314,5393.0,KIPS BAY,1.0,ONE FAMILY DWELLINGS,1,923.0,58.0,A4,310 EAST 18TH STREET,10003,1.0,0.0,1.0,"1,560","5,048",1910.0,1.0,A4,"$6,850,000.00",6/6/2023,40.731456,-73.98864916
5315,5394.0,KIPS BAY,2.0,TWO FAMILY DWELLINGS,1,923.0,16.0,A7,323 EAST 17TH STREET,10003,1.0,0.0,1.0,"1,850","5,400",1910.0,1.0,B1,"$3,445,325.00",12/9/2022,40.731456,-73.98864916
5316,5395.0,KIPS BAY,7.0,RENTALS - WALKUP APARTMENTS,2B,921.0,24.0,C7,347 EAST 14TH STREET,10003,8.0,1.0,9.0,"2,323","6,437",1910.0,2.0,C7,$0.00,4/12/2023,40.731456,-73.98864916
5317,5396.0,KIPS BAY,7.0,RENTALS - WALKUP APARTMENTS,2,923.0,59.0,C5,308 E 18TH,10003,12.0,0.0,12.0,"1,612","5,576",1910.0,2.0,C5,$0.00,4/11/2023,40.731456,-73.98864916
5318,5397.0,KIPS BAY,7.0,RENTALS - WALKUP APARTMENTS,2A,924.0,43.0,C2,344 EAST 19TH STREET,10003,6.0,0.0,6.0,"1,846","3,840",1920.0,2.0,C2,$0.00,2/10/2023,40.731456,-73.98864916
5354,1755.0,FASHION,21.0,OFFICE BUILDINGS,4,785.0,75.0,O6,260 WEST 36TH STREET,10018,0.0,12.0,12.0,"7,266","81,375",1907.0,4.0,O6,"$33,000,000.00",12/19/2022,40.75413469,-73.99042489
5355,1756.0,FASHION,21.0,OFFICE BUILDINGS,4,787.0,67.0,O6,"246 WEST 38TH STREET, 600",10018,0.0,15.0,15.0,"7,406","96,275",1922.0,4.0,O6,"$3,895,000.00",3/29/2023,40.75413469,-73.99042489
5356,1759.0,FASHION,21.0,OFFICE BUILDINGS,4,811.0,60.0,O5,150 WEST 36TH STREET,10018,0.0,5.0,5.0,"2,469","10,395",1920.0,4.0,O5,"$6,500,000.00",8/8/2023,40.75413469,-73.99042489
5357,1760.0,FASHION,21.0,OFFICE BUILDINGS,4,815.0,26.0,O4,1045 AVENUE OF THE AMER,10018,0.0,4.0,4.0,"19,207","404,413",2015.0,4.0,O4,$0.00,2/7/2023,40.75413469,-73.99042489
5358,1762.0,FASHION,21.0,OFFICE BUILDINGS,4,838.0,76.0,O6,48 WEST 37TH STREET,10018,0.0,28.0,28.0,"10,288","130,625",1926.0,4.0,O6,$0.00,3/9/2023,40.75413469,-73.99042489
5359,1763.0,FASHION,21.0,OFFICE BUILDINGS,4,838.0,76.0,O6,48 WEST 37TH STREET,10018,0.0,28.0,28.0,"10,288","130,625",1926.0,4.0,O6,"$3,680,000.00",5/31/2023,40.75413469,-73.99042489
5360,1764.0,FASHION,21.0,OFFICE BUILDINGS,4,840.0,31.0,O3,15 WEST 38TH STREET,10018,0.0,1.0,1.0,"5,555","60,449",1910.0,4.0,O3,$0.00,6/7/2023,40.75413469,-73.99042489
5361,1772.0,FASHION,26.0,OTHER HOTELS,4,837.0,72.0,H3,48 WEST 36TH STREET,10018,0.0,1.0,1.0,"3,283","37,195",2011.0,4.0,H3,$0.00,6/23/2023,40.75413469,-73.99042489
5362,1773.0,FASHION,41.0,TAX CLASS 4 - OTHER,4,788.0,26.0,Z3,223-241 WEST 38TH STREET,10018,0.0,1.0,1.0,"19,297","48,023",1924.0,4.0,Z3,$0.00,1/11/2023,40.75413469,-73.99042489
5386,8505.0,MIDTOWN WEST,21.0,OFFICE BUILDINGS,4,993.0,36.0,O6,4 BRYANT PARK,10018,0.0,29.0,29.0,"12,343","174,028",1919.0,4.0,O6,"$16,462,838.00",7/25/2023,40.75413469,-73.99042489
5388,1814.0,FINANCIAL,8.0,RENTALS - ELEVATOR APARTMENTS,2,51.0,14.0,D8,22 THAMES STREET,10006,439.0,2.0,441.0,"9,086","455,815",2016.0,2.0,D8,"$598,155,755.00",1/31/2023,40.70837866,-74.0133883
5447,2210.0,FINANCIAL,21.0,OFFICE BUILDINGS,4,51.0,7.0,O4,76 TRINITY PLACE,10006,0.0,27.0,27.0,"16,844","281,121",2017.0,4.0,O4,$0.00,3/16/2023,40.70837866,-74.0133883
5448,2213.0,FINANCIAL,22.0,STORE BUILDINGS,4,53.0,40.0,K4,94A GREENWICH STREET,10006,4.0,1.0,5.0,"1,784","4,878",1915.0,4.0,K4,"$3,500,000.00",9/28/2023,40.70837866,-74.0133883
5522,2203.0,FINANCIAL,14.0,RENTALS - 4-10 UNIT,2A,29.0,46.0,S3,55 STONE STREET,10004,3.0,1.0,4.0,"1,502","6,008",1913.0,2.0,S3,"$15,100,000.00",7/14/2023,40.70121776,-74.01315881
5523,2204.0,FINANCIAL,14.0,RENTALS - 4-10 UNIT,2A,29.0,47.0,S9,53 STONE STREET,10004,4.0,2.0,6.0,"1,738","8,690",1900.0,2.0,S9,"$15,100,000.00",7/14/2023,40.70121776,-74.01315881
5524,2206.0,FINANCIAL,21.0,OFFICE BUILDINGS,4,5.0,10.0,O4,25 WATER STREET,10004,0.0,47.0,47.0,"54,023","1,016,406",1969.0,4.0,O4,"$250,806,808.00",12/21/2022,40.70121776,-74.01315881
5525,2207.0,FINANCIAL,21.0,OFFICE BUILDINGS,4,13.0,27.0,O4,"2373 BROADWAY, 425",10004,0.0,12.0,12.0,"48,071","809,401",1921.0,4.0,O4,$0.00,12/29/2022,40.70121776,-74.01315881
5526,2208.0,FINANCIAL,21.0,OFFICE BUILDINGS,4,13.0,27.0,O4,"33 GREENWICH STREET, 9G",10004,0.0,12.0,12.0,"48,071","809,401",1921.0,4.0,O4,"$1,336,000.00",1/17/2023,40.70121776,-74.01315881
5527,2209.0,FINANCIAL,21.0,OFFICE BUILDINGS,4,25.0,1.0,O4,55 BROAD STREET,10004,0.0,88.0,88.0,"23,132","406,025",1968.0,4.0,O4,"$172,500,000.00",7/28/2023,40.70121776,-74.01315881
5764,2235.0,FLATIRON,8.0,RENTALS - ELEVATOR APARTMENTS,2,850.0,62.0,D3,20 EAST 22ND STREET,10010,23.0,0.0,23.0,"2,592","10,512",1925.0,2.0,D3,"$10,250,000.00",3/21/2023,40.73983493,-73.98511494
5887,2517.0,FLATIRON,21.0,OFFICE BUILDINGS,4,824.0,51.0,O5,22 WEST 23RD STREET,10010,0.0,5.0,5.0,"2,765","13,125",1900.0,4.0,O5,"$9,710,000.00",9/14/2023,40.73983493,-73.98511494
5888,2518.0,FLATIRON,21.0,OFFICE BUILDINGS,4,826.0,11.0,O6,"49 WEST 24TH STREET, 4FL",10010,1.0,12.0,13.0,"4,551","41,800",1915.0,4.0,O6,"$3,500,000.00",12/21/2022,40.73983493,-73.98511494
5889,2519.0,FLATIRON,21.0,OFFICE BUILDINGS,4,826.0,46.0,O6,1115 BROADWAY,10010,0.0,50.0,50.0,"22,188","259,749",1914.0,4.0,O6,"$43,576,810.00",8/14/2023,40.73983493,-73.98511494
5890,2521.0,FLATIRON,21.0,OFFICE BUILDINGS,4,849.0,2.0,O6,"137 5 AVENUE, 11",10010,0.0,12.0,12.0,"3,265","38,650",1902.0,4.0,O6,"$2,150,000.00",5/22/2023,40.73983493,-73.98511494
5891,2522.0,FLATIRON,22.0,STORE BUILDINGS,4,849.0,68.0,K2,913 BROADWAY,10010,0.0,1.0,1.0,"2,486","4,674",1910.0,4.0,K2,"$7,500,000.00",11/3/2022,40.73983493,-73.98511494
5893,2537.0,GRAMERCY,1.0,ONE FAMILY DWELLINGS,1,906.0,30.0,A4,453 2 AVENUE,10010,1.0,0.0,1.0,"1,080","2,880",1901.0,1.0,A4,"$4,000,000.00",7/11/2023,40.73983493,-73.98511494
5894,2541.0,GRAMERCY,7.0,RENTALS - WALKUP APARTMENTS,2,905.0,44.0,C5,228 EAST 25TH STREET,10010,12.0,0.0,12.0,"1,975","8,160",1910.0,2.0,C5,"$4,400,000.00",5/31/2023,40.73983493,-73.98511494
6102,3008.0,GRAMERCY,21.0,OFFICE BUILDINGS,4,880.0,14.0,O6,121 EAST 24TH STREET,10010,0.0,18.0,18.0,"4,938","58,744",1913.0,4.0,O6,$0.00,3/22/2023,40.73983493,-73.98511494
6103,3009.0,GRAMERCY,21.0,OFFICE BUILDINGS,4,880.0,14.0,O6,121 EAST 24TH STREET,10010,0.0,18.0,18.0,"4,938","58,744",1913.0,4.0,O6,"$5,846,488.00",8/1/2023,40.73983493,-73.98511494
6104,5398.0,KIPS BAY,7.0,RENTALS - WALKUP APARTMENTS,2,927.0,6.0,C1,305 EAST 21ST STREET,10010,37.0,0.0,37.0,"5,000","21,356",1910.0,2.0,C1,$0.00,12/11/2022,40.73983493,-73.98511494
6105,5399.0,KIPS BAY,7.0,RENTALS - WALKUP APARTMENTS,2,927.0,6.0,C1,305 EAST 21ST STREET,10010,37.0,0.0,37.0,"5,000","21,356",1910.0,2.0,C1,"$8,000,000.00",6/27/2023,40.73983493,-73.98511494
6194,2542.0,GRAMERCY,7.0,RENTALS - WALKUP APARTMENTS,2,908.0,35.0,C7,240 E 28TH,10016,28.0,3.0,31.0,"3,703","17,569",1920.0,2.0,C7,"$12,000,000.00",5/1/2023,40.74551074,-73.97968852
6195,2544.0,GRAMERCY,8.0,RENTALS - ELEVATOR APARTMENTS,2,882.0,28.0,D1,95 LEXINGTON AVENUE,10016,77.0,0.0,77.0,"11,725","52,092",1939.0,2.0,D1,$0.00,12/28/2022,40.74551074,-73.97968852
6196,2545.0,GRAMERCY,8.0,RENTALS - ELEVATOR APARTMENTS,2,883.0,83.0,D7,114 EAST 28TH STREET,10016,19.0,3.0,22.0,"3,950","22,605",1906.0,2.0,D7,"$6,975,000.00",7/1/2023,40.74551074,-73.97968852
6243,3010.0,GRAMERCY,21.0,OFFICE BUILDINGS,4,883.0,51.0,O5,390 3 AVENUE,10016,0.0,3.0,3.0,"1,540","4,011",1910.0,4.0,O5,$0.00,6/22/2023,40.74551074,-73.97968852
6244,3011.0,GRAMERCY,21.0,OFFICE BUILDINGS,4,883.0,88.0,O6,401 PARK AVENUE SOUTH,10016,0.0,19.0,19.0,"18,268","248,566",1910.0,4.0,O6,$0.00,11/4/2022,40.74551074,-73.97968852
6245,3012.0,GRAMERCY,21.0,OFFICE BUILDINGS,4,883.0,88.0,O6,401 PARK AVENUE SOUTH,10016,0.0,19.0,19.0,"18,268","248,566",1910.0,4.0,O6,$0.00,11/18/2022,40.74551074,-73.97968852
6246,5400.0,KIPS BAY,8.0,RENTALS - ELEVATOR APARTMENTS,2,939.0,28.0,D8,377 EAST 33RD STREET,10016,209.0,3.0,212.0,"13,770","213,549",1998.0,2.0,D8,"$210,000,000.00",8/30/2023,40.74551074,-73.97968852
